fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2018.0,Q3,1618732,2018-06-12,593427000,-0.07468990054071215,NTNX
2018.0,Q3,1624512,2018-11-13,885865,-0.25355023389770165,BOXL
2018.0,Q3,1633978,2018-05-02,306700000,-0.16123931251098747,LITE
2018.0,Q3,1645590,2018-09-04,3170000000,0.7030564506870697,HPE
2018.0,Q3,1646188,2018-11-13,3476085,-0.2527683681582573,ONDS
2018.0,Q3,1652535,2018-11-07,16953000,-0.24870032061329858,ICHR
2018.0,Q3,1659166,2018-10-25,844200000,0.0010066878099553958,FTV
2018.0,Q3,1660280,2018-11-08,133991000,-0.2133720464076009,TENB
2018.0,Q3,1662684,2018-11-13,926458,-0.25353798077790435,KULR
2018.0,Q3,1666134,2018-11-07,52985000,-0.23782395245783028,BL
2018.0,Q3,1671933,2018-11-09,131385000,-0.2141586753877616,TTD
2018.0,Q3,1677703,2018-11-09,26000000,-0.24596945630650124,CNDT
2018.0,Q3,1680062,2018-11-14,12773000,-0.2499620662530038,ACMR
2018.0,Q3,1682149,2018-11-15,8373416,-0.2512900939870987,WISA
2018.0,Q3,1701732,2018-11-08,192837000,-0.19560920336595214,ALTR
2018.0,Q3,1702924,2018-11-09,925487,-0.2535382738771905,WRAP
2018.0,Q3,1713683,2018-06-07,70536000,-0.23252613003618774,ZS
2018.0,Q3,1730168,2018-09-13,7070000000,1.8802832437134458,AVGO
2018.0,Q3,1739942,2018-11-27,179009000,-0.19978322697979028,SWI
2019.0,FY,2186,2020-03-04,17571000,-0.26488184683138055,BKTI
2019.0,FY,2488,2020-02-04,7158000000,1.2660552822761006,AMD
2019.0,FY,4127,2019-11-14,1183800000,-0.014837587986164285,SWKS
2019.0,FY,6281,2019-11-26,5558923000,0.9232066450861217,ADI
2019.0,FY,6951,2019-12-13,5857000000,0.9871155708149498,AMAT
2019.0,FY,8146,2020-04-10,23350000,-0.26364280563804154,ALOT
2019.0,FY,8504,2020-04-13,38948,-0.2686407903565165,UAVS
2019.0,FY,9092,2020-02-21,33600000,-0.261445163791403,BMI
2019.0,FY,21535,2020-03-10,183318000,-0.22934501335286298,COHU
2019.0,FY,23197,2019-09-24,164536000,-0.23337195083223525,CMTL
2019.0,FY,24741,2020-02-18,2329000000,0.23069796740607998,GLW
2019.0,FY,26058,2020-02-20,76417000,-0.2522650241867665,CTS
2019.0,FY,28823,2020-02-26,460000000,-0.170023262971238,DBD
2019.0,FY,29002,2020-02-12,252680000,-0.21447351737563905,DIOD
2019.0,FY,39020,2019-07-26,13456000,-0.26576411963127494,FEIM
2019.0,FY,47217,2019-12-12,4093000000,0.6089067691105149,HPQ
2019.0,FY,50863,2020-01-24,39940000000,8.294649918032782,INTC
2019.0,FY,51143,2020-02-25,16958000000,3.3672152917451834,IBM
2019.0,FY,56978,2019-11-15,335993000,-0.19661087004207806,KLIC
2019.0,FY,61004,2020-03-30,3951000,-0.26780203043637735,LGL
2019.0,FY,65270,2019-06-20,106900000,-0.24572934453690465,MEI
2019.0,FY,65770,2020-03-12,43327000,-0.25935965527996363,MVIS
2019.0,FY,68505,2020-02-14,3215000000,0.420659984588693,MSI
2019.0,FY,70866,2020-02-28,752000000,-0.10741727085236327,VYX
2019.0,FY,78749,2020-05-22,107216000,-0.2456615928468034,AGYS
2019.0,FY,84748,2020-02-21,94307000,-0.24842933514907242,ROG
2019.0,FY,87050,2020-03-11,10517000,-0.2663942532300331,NEON
2019.0,FY,88941,2020-03-20,321485000,-0.19972144447242268,SMTC
2019.0,FY,97476,2020-02-20,4611000000,0.7199680838967379,TXN
2019.0,FY,101984,2020-03-16,74643000,-0.2526453770292969,UEIC
2019.0,FY,103145,2020-02-21,270299000,-0.21069593184432928,VECO
2019.0,FY,103730,2020-02-14,209865000,-0.22365322817211034,VSH
2019.0,FY,317788,2020-06-02,32547000,-0.2616709312903796,APPS
2019.0,FY,319201,2019-08-16,1846249000,0.12719418212738517,KLAC
2019.0,FY,320193,2019-10-31,42034000000,8.74361206699485,AAPL
2019.0,FY,320340,2020-03-16,8869000,-0.26674759115815605,CCRD
2019.0,FY,350868,2020-06-09,24361000,-0.2634260431105341,ITI
2019.0,FY,351789,2020-03-25,1624000,-0.26830094873658494,ELSE
2019.0,FY,351998,2020-03-27,13812000,-0.2656877917778697,DAIO
2019.0,FY,356037,2019-12-10,6077000,-0.2673462073567721,CSPI
2019.0,FY,704532,2020-02-25,126005000,-0.24163315453885292,ONTO
2019.0,FY,707549,2019-08-20,3414576000,0.4634498937774483,LRCX
2019.0,FY,708821,2020-03-16,25784000,-0.2631209461009959,PAR
2019.0,FY,709283,2020-06-24,106976000,-0.24571304982662712,QMCO
2019.0,FY,713425,2019-07-15,36844000,-0.2607496369474522,AMSWA
2019.0,FY,719733,2019-09-12,19134000,-0.2645467332502785,KTCC
2019.0,FY,720500,2019-11-21,9017000,-0.2667158593539314,ASYS
2019.0,FY,722572,2019-09-30,6327597,-0.2672924783368851,FKWL
2019.0,FY,723125,2019-10-17,6406000000,1.1048234121617384,MU
2019.0,FY,724004,2020-06-01,13400000,-0.2657761262599005,MLAB
2019.0,FY,724910,2020-05-06,7798231,-0.26697716840327634,NVEC
2019.0,FY,729580,2020-03-25,112824000,-0.24445921475158885,BELFA
2019.0,FY,729580,2020-03-25,112824000,-0.24445921475158885,BELFB
2019.0,FY,732026,2019-09-23,796000,-0.26847847531697683,TRT
2019.0,FY,733269,2020-05-26,252391000,-0.2145354801555101,RAMP
2019.0,FY,736012,2020-03-27,2551000,-0.2681021961520158,INTZ
2019.0,FY,746210,2020-05-15,2944000,-0.2680179353475544,OBLG
2019.0,FY,746838,2020-02-28,101900000,-0.24680136494989907,UIS
2019.0,FY,751978,2020-02-28,135798000,-0.23953349535796203,VICR
2019.0,FY,763532,2019-09-06,11218000,-0.2662439559681313,LYTS
2019.0,FY,769397,2020-03-19,2331600000,0.2312554180208371,ADSK
2019.0,FY,771266,2020-03-11,37201263,-0.2606730383016907,KOPN
2019.0,FY,772406,2020-05-20,1089230000,-0.035113782077540935,CRUS
2019.0,FY,779152,2019-08-26,458189000,-0.17041154876482456,JKHY
2019.0,FY,780571,2020-02-27,579512000,-0.1443994022516799,ITRI
2019.0,FY,789019,2019-08-01,44639000000,9.302134702164947,MSFT
2019.0,FY,793524,2020-03-12,1899024,-0.26824198246817227,REFR
2019.0,FY,796505,2019-11-15,2742569,-0.2680611229763164,CLFD
2019.0,FY,797721,2020-05-29,421825000,-0.17820813882445047,VSAT
2019.0,FY,804328,2019-11-06,16508000000,3.270733454575685,QCOM
2019.0,FY,806172,2020-05-29,2752309,-0.2680590346805519,SOTK
2019.0,FY,807707,2020-06-15,27871000,-0.26267348478061203,VOXX
2019.0,FY,807863,2019-12-06,45121000,-0.25897501435578124,MITK
2019.0,FY,808326,2019-12-10,82202000,-0.25102469656893195,EMKR
2019.0,FY,810136,2019-12-23,46737000,-0.25862853735830144,PLAB
2019.0,FY,814547,2019-11-08,388731000,-0.185303627533978,FICO
2019.0,FY,816761,2020-02-28,949000000,-0.06517966658038273,TDC
2019.0,FY,817720,2019-08-23,996600000,-0.054974032248675746,SYNA
2019.0,FY,820313,2020-02-12,648800000,-0.12954377217656832,APH
2019.0,FY,820318,2019-08-16,608882000,-0.13810235434575063,COHR
2019.0,FY,827054,2020-05-22,2233400000,0.21020093710962648,MCHP
2019.0,FY,833640,2020-02-07,212551000,-0.22307733880624975,POWI
2019.0,FY,840715,2020-03-30,13615000,-0.26573002938214174,CLRO
2019.0,FY,843006,2020-02-27,2495000,-0.26811420278064135,ISDR
2019.0,FY,849399,2020-05-28,1203000000,-0.010721029600265674,GEN
2019.0,FY,851205,2020-02-13,335077000,-0.19680726418173863,CGNX
2019.0,FY,851310,2020-03-02,269755000,-0.21081256766526307,HLIT
2019.0,FY,855658,2020-02-24,264423000,-0.2119557702336803,LSCC
2019.0,FY,857005,2019-11-18,732702000,-0.11155484083835657,PTC
2019.0,FY,858877,2019-09-05,18968000000,3.7981674977689446,CSCO
2019.0,FY,864749,2020-02-28,1286000000,0.007074509255441867,TRMB
2019.0,FY,866706,2019-11-29,41600000,-0.2597299311306119,ESE
2019.0,FY,867773,2020-02-18,231467000,-0.2190216711798092,SPWR
2019.0,FY,877212,2020-02-13,1280000000,0.00578808475984855,ZBRA
2019.0,FY,882508,2020-03-13,31870000,-0.2618160828542991,QUIK
2019.0,FY,882835,2020-02-28,937000000,-0.06775251557156936,ROP
2019.0,FY,883241,2019-12-20,3130595000,0.402563207996934,SNPS
2019.0,FY,884144,2020-03-16,11349000,-0.2662158690333108,ASUR
2019.0,FY,889331,2020-02-21,218329000,-0.22183851201699337,LFUS
2019.0,FY,890394,2020-03-17,16469000,-0.26511812013040453,PRSO
2019.0,FY,895419,2019-08-21,399000000,-0.18310191200977002,WOLF
2019.0,FY,896429,2019-10-09,7300000,-0.2670839911637537,CTLP
2019.0,FY,896878,2019-08-30,3417000000,0.463969609273668,INTU
2019.0,FY,897723,2019-11-08,92022000,-0.24891924847781088,SANM
2019.0,FY,898293,2019-10-22,111072000,-0.24483485070430208,JBL
2019.0,FY,909494,2020-03-04,25723000,-0.2631340247500344,TCX
2019.0,FY,910638,2020-02-26,270715000,-0.21060673974596814,DDD
2019.0,FY,912093,2019-08-27,456600000,-0.1707522368520742,VIAV
2019.0,FY,913142,2020-02-11,274660000,-0.20976091564011554,BDC
2019.0,FY,915779,2019-06-07,100168000,-0.24717271282096034,DAKT
2019.0,FY,917273,2020-02-26,464289000,-0.16910368386097135,RMBS
2019.0,FY,917491,2020-02-19,131318000,-0.24049402564800504,FARO
2019.0,FY,923601,2020-08-13,200000,-0.2686062601502058,MICS
2019.0,FY,924383,2019-12-10,8051239,-0.2669229224551462,GNSS
2019.0,FY,926282,2020-02-25,381413000,-0.18687263661043665,ADTN
2019.0,FY,926423,2020-04-28,4511000,-0.26768196415012196,MIND
2019.0,FY,936395,2019-12-20,1515032000,0.05617990510122993,CIEN
2019.0,FY,944075,2020-03-26,7533859,-0.2670338508394012,SCKT
2019.0,FY,944480,2020-06-11,1609000,-0.26830416479782393,GVP
2019.0,FY,948708,2020-03-13,20284000,-0.26430016855528976,SMSI
2019.0,FY,1002047,2019-06-18,2389000000,0.24356221236201314,NTAP
2019.0,FY,1005284,2020-02-20,174137000,-0.23131345723520336,OLED
2019.0,FY,1005757,2020-02-21,365243000,-0.19033955062606064,CSGS
2019.0,FY,1007587,2020-02-28,30877000,-0.26202898610831976,KVHI
2019.0,FY,1013462,2020-02-27,734758000,-0.11111402604453326,ANSS
2019.0,FY,1013857,2020-02-12,549806000,-0.15076848992936243,PEGA
2019.0,FY,1014473,2020-02-14,171031000,-0.23197939631575548,VRSN
2019.0,FY,1015739,2020-02-18,15033000,-0.2654260043930165,AWRE
2019.0,FY,1017303,2020-03-16,13272000,-0.2658035699824731,TACT
2019.0,FY,1022652,2020-03-16,44446000,-0.25911973711153546,INSG
2019.0,FY,1023731,2020-05-19,176258000,-0.23085870617601112,EGHT
2019.0,FY,1032975,2020-05-27,482583000,-0.16518137557390736,LOGI
2019.0,FY,1036262,2020-03-23,9872000,-0.2665325438633094,INTT
2019.0,FY,1038074,2020-01-29,704988000,-0.1174968355835021,SLAB
2019.0,FY,1039065,2019-08-27,168649000,-0.23249010684050603,OSIS
2019.0,FY,1039280,2019-09-23,2825224,-0.2680434014068692,NTWK
2019.0,FY,1039399,2020-02-21,386757000,-0.1857268611930282,FORM
2019.0,FY,1040161,2020-03-11,70326000,-0.2535709594538763,PXLW
2019.0,FY,1040470,2019-08-28,12991000,-0.2658638175296834,AEHR
2019.0,FY,1040896,2020-03-19,6560845,-0.2672424690134271,IDN
2019.0,FY,1041514,2019-10-25,6400000,-0.26727695483809266,LSAK
2019.0,FY,1043604,2020-02-20,2939600000,0.3616131002409598,JNPR
2019.0,FY,1044777,2020-03-16,97779000,-0.24768492417428908,OSPN
2019.0,FY,1045810,2020-02-20,7002000000,1.2326082453906744,NVDA
2019.0,FY,1047127,2020-02-19,461447000,-0.1697130202637174,AMKR
2019.0,FY,1048695,2019-11-15,1898649000,0.1384289560555668,FFIV
2019.0,FY,1049502,2020-02-28,432336000,-0.17595453751225357,MKSI
2019.0,FY,1050446,2020-02-14,290688000,-0.2063244470042206,MSTR
2019.0,FY,1051627,2020-03-12,16558000,-0.2650990381670532,AXTI
2019.0,FY,1056696,2020-02-10,376712000,-0.187880550202734,MANH
2019.0,FY,1058811,2020-03-06,29326000,-0.2623615268404306,IMMR
2019.0,FY,1066194,2019-09-12,29080000,-0.26241427024474995,EGAN
2019.0,FY,1070050,2020-03-30,361742,-0.2685715820050781,APCX
2019.0,FY,1070235,2020-04-07,717000000,-0.11492141374332428,BB
2019.0,FY,1074828,2019-12-27,1828386,-0.2682571275437589,KNW
2019.0,FY,1076930,2020-02-26,148662000,-0.23677540123940996,NOVT
2019.0,FY,1078075,2020-05-20,606958000,-0.1385148678006709,NTCT
2019.0,FY,1078271,2019-08-29,487733000,-0.16407719454852307,EXTR
2019.0,FY,1081745,2020-03-30,827153,-0.26847179598659165,INLX
2019.0,FY,1082324,2020-03-16,8660000,-0.2667924016114192,VHC
2019.0,FY,1085243,2020-03-23,2703495,-0.26806950060143986,VTSI
2019.0,FY,1086222,2020-02-28,729964000,-0.11214187921651232,AKAM
2019.0,FY,1092699,2020-02-25,73575000,-0.2528743605895125,SPSC
2019.0,FY,1101302,2020-02-07,346547000,-0.1943480493543294,ENTG
2019.0,FY,1101680,2020-03-24,73822000,-0.2528214027811106,DZSI
2019.0,FY,1102993,2020-03-02,177886000,-0.23050965632954012,LPSN
2019.0,FY,1107843,2020-02-21,164310000,-0.2334204061549026,QLYS
2019.0,FY,1108524,2020-03-05,6205000000,1.0617281915593622,CRM
2019.0,FY,1111928,2020-02-24,353636000,-0.1928281388127859,IPGP
2019.0,FY,1113232,2020-03-02,148878000,-0.2367290899575686,ACLS
2019.0,FY,1114925,2019-09-11,16830000,-0.2650407202565863,LTRX
2019.0,FY,1114995,2020-03-02,105268000,-0.24607925199970604,PI
2019.0,FY,1120914,2020-03-10,60745000,-0.25562516496925625,PDFS
2019.0,FY,1121788,2020-02-19,1684805000,0.0925799294162906,GRMN
2019.0,FY,1122904,2020-02-18,232291000,-0.21884500221574774,NTGR
2019.0,FY,1124796,2020-03-09,64314000,-0.2548599567984608,LASR
2019.0,FY,1126741,2020-06-05,63576000,-0.25501818701141876,GSIT
2019.0,FY,1131554,2020-03-16,245590000,-0.21599364232126514,SNCR
2019.0,FY,1137789,2019-08-02,3249000000,0.4279497233970551,STX
2019.0,FY,1138639,2020-03-04,756647000,-0.10642093508052625,INFN
2019.0,FY,1158114,2020-02-28,221969000,-0.22105808115633344,AAOI
2019.0,FY,1166388,2020-03-31,631432000,-0.13326754228314577,VRNT
2019.0,FY,1169561,2020-05-15,293697000,-0.20567930511968052,CVLT
2019.0,FY,1173489,2020-02-28,140983000,-0.2384218101896868,CEVA
2019.0,FY,1178697,2020-03-27,49311000,-0.2580766612496919,SONM
2019.0,FY,1211805,2020-03-19,2621000,-0.26808718786623387,MYSZ
2019.0,FY,1239819,2020-03-13,11262172,-0.2662344853109947,LUNA
2019.0,FY,1261333,2020-03-27,463948000,-0.1691767956531376,DOCU
2019.0,FY,1262039,2020-02-26,732200000,-0.11166247168782122,FTNT
2019.0,FY,1272842,2020-02-28,25627000,-0.2631546075419639,AIRG
2019.0,FY,1274494,2020-02-21,269656000,-0.21083379366944036,FSLR
2019.0,FY,1275014,2020-03-11,39600000,-0.2601587392958097,UCTT
2019.0,FY,1280058,2020-02-20,294886000,-0.20542437866547045,BLKB
2019.0,FY,1280263,2020-03-27,373318000,-0.18860823765907464,AMBA
2019.0,FY,1288847,2020-02-27,185844000,-0.2288034286402182,FIVN
2019.0,FY,1313275,2020-02-27,96101000,-0.24804469422489,BCOV
2019.0,FY,1314727,2019-11-26,437677000,-0.17480940530709294,SONO
2019.0,FY,1325702,2020-02-21,223918000,-0.2206402075993482,MX
2019.0,FY,1327567,2019-09-09,2227800000,0.20900027424707274,PANW
2019.0,FY,1327688,2020-04-14,101001000,-0.24699411422015546,OOMA
2019.0,FY,1327811,2020-03-03,3672322000,0.5187116884509808,WDAY
2019.0,FY,1333822,2019-11-20,2570000,-0.2680981224744464,LEDS
2019.0,FY,1336920,2020-02-18,137000000,-0.23927578165067817,LDOS
2019.0,FY,1341439,2019-06-21,18263000000,3.64701261953673,ORCL
2019.0,FY,1350102,2021-01-29,4105589,-0.2677688859236525,ASTI
2019.0,FY,1351636,2020-03-13,14490000,-0.2655424258098677,SSTI
2019.0,FY,1355839,2020-03-24,13154392,-0.2658287856178194,PALT
2019.0,FY,1356093,2020-03-13,2670000,-0.2680766820661865,CREX
2019.0,FY,1361113,2020-02-11,198104000,-0.22617483458755586,VRNS
2019.0,FY,1362190,2020-03-30,895483,-0.2684571457556277,AEYE
2019.0,FY,1366561,2020-03-31,191900000,-0.22750499751599934,SMAR
2019.0,FY,1372612,2020-03-19,500291000,-0.16138470807924626,BOX
2019.0,FY,1373715,2020-02-20,1655388000,0.08627280451847917,NOW
2019.0,FY,1375365,2019-12-19,489003000,-0.1638049013636225,SMCI
2019.0,FY,1377789,2019-08-27,59545000,-0.2558824498683749,AVNW
2019.0,FY,1378590,2019-12-27,3789000,-0.2678367638977584,BLIN
2019.0,FY,1384905,2020-02-26,312553000,-0.20163650173819594,RNG
2019.0,FY,1385157,2019-11-12,1726000000,0.10141230559895172,TEL
2019.0,FY,1387467,2019-08-23,113610000,-0.24429069314266613,AOSL
2019.0,FY,1389002,2020-03-23,40295000,-0.2600097284584034,MRIN
2019.0,FY,1391127,2020-01-30,71951000,-0.2532225528196531,EGIO
2019.0,FY,1393883,2020-02-06,62412000,-0.2552677533635639,DHX
2019.0,FY,1394056,2020-03-26,8845311,-0.2667526701764687,OSS
2019.0,FY,1398805,2020-03-30,576708,-0.26852549241705814,BEEM
2019.0,FY,1402436,2020-02-28,855200000,-0.08529076952815823,SSNC
2019.0,FY,1404655,2020-02-12,346213000,-0.19441966031791744,HUBS
2019.0,FY,1405495,2020-02-20,220282000,-0.22141978084367775,IDCC
2019.0,FY,1406666,2020-02-21,298688000,-0.2046092143434295,CALX
2019.0,FY,1410384,2020-02-21,295552000,-0.2052815855464596,QTWO
2019.0,FY,1413447,2020-02-27,4897000000,0.7812876515200193,NXPI
2019.0,FY,1415404,2020-02-20,85054000,-0.2504132161253599,SATS
2019.0,FY,1419275,2020-05-15,1632167,-0.2682991976984424,RVYL
2019.0,FY,1419612,2020-02-27,258562000,-0.2132123925617924,SEDG
2019.0,FY,1420520,2020-03-13,15066000,-0.26541892905829073,ATOM
2019.0,FY,1423774,2020-03-31,167454000,-0.2327463197192117,ZUO
2019.0,FY,1425627,2020-04-17,21642,-0.26864450083356994,SOBR
2019.0,FY,1433195,2020-03-02,80197000,-0.2514545767545427,APPF
2019.0,FY,1435064,2020-01-14,7040561,-0.26713961594453906,CETX
2019.0,FY,1438231,2020-02-27,64876000,-0.2547394617040402,DMRC
2019.0,FY,1438423,2020-03-13,37820000,-0.2605403785628357,MRAM
2019.0,FY,1441683,2020-02-20,240369000,-0.21711304603651393,APPN
2019.0,FY,1441816,2020-03-27,301089000,-0.20409443014110956,MDB
2019.0,FY,1445305,2020-02-20,411218000,-0.18048232292857685,WK
2019.0,FY,1447669,2020-03-02,683452000,-0.12211424190635171,TWLO
2019.0,FY,1451809,2020-03-02,46570000,-0.25866434284009543,SITM
2019.0,FY,1459200,2020-02-26,276402000,-0.20938742372822827,ALRM
2019.0,FY,1463101,2020-02-21,179093000,-0.23025087060184327,ENPH
2019.0,FY,1463972,2020-03-16,25986255,-0.26307758180326984,VUZI
2019.0,FY,1467373,2019-10-29,2294830000,0.22337177990367604,ACN
2019.0,FY,1467623,2020-02-21,1810600000,0.11955089098681747,DBX
2019.0,FY,1468666,2020-03-27,262736000,-0.21231746992102465,SCWX
2019.0,FY,1469367,2020-02-27,57486000,-0.256323907874446,RUN
2019.0,FY,1474432,2020-03-27,1062794000,-0.04078176840512509,PSTG
2019.0,FY,1475115,2020-03-02,140875000,-0.23844496583060748,EB
2019.0,FY,1477294,2020-02-11,425831000,-0.17734923606955932,ST
2019.0,FY,1477333,2020-03-04,178782000,-0.23031755027153153,NET
2019.0,FY,1487952,2020-03-11,35600000,-0.26101635562620523,VPG
2019.0,FY,1493594,2019-11-26,489168000,-0.16376952468999367,MTSI
2019.0,FY,1493761,2020-03-13,19054000,-0.26456388557688637,HEAR
2019.0,FY,1500435,2020-02-14,539455000,-0.1529877865883435,GPRO
2019.0,FY,1505155,2020-03-02,117211000,-0.24351862404122754,UPLD
2019.0,FY,1505952,2020-04-13,223225000,-0.22078878962858922,DOMO
2019.0,FY,1511737,2019-08-21,225488000,-0.22030359318966794,UI
2019.0,FY,1512673,2020-02-26,1489973000,0.050807153195384445,SQ
2019.0,FY,1514416,2020-02-21,63147000,-0.2551101663628537,BAND
2019.0,FY,1517228,2020-02-20,949800000,-0.06500814331430362,COMM
2019.0,FY,1517413,2020-03-04,110099000,-0.2450434658766708,FSLY
2019.0,FY,1518461,2020-03-25,99448,-0.26862781890951926,AMPG
2019.0,FY,1528396,2019-09-30,490521000,-0.1634794359662374,GWRE
2019.0,FY,1534154,2020-03-30,2508903,-0.268111221920681,AUID
2019.0,FY,1535527,2020-03-23,273626000,-0.20998260946152278,CRWD
2019.0,FY,1543151,2020-03-02,7542000000,1.3483864499940728,UBER
2019.0,FY,1560327,2020-02-28,198045000,-0.22618748442842918,RPD
2019.0,FY,1561550,2020-02-25,191335000,-0.2276261358226677,DDOG
2019.0,FY,1565228,2020-04-01,11105000,-0.2662681836294649,VISL
2019.0,FY,1566610,2020-05-14,5292000,-0.26751451456161224,VERB
2019.0,FY,1568100,2020-03-19,121401000,-0.2426202709351382,PD
2019.0,FY,1571123,2020-03-27,16000000,-0.2652186756451434,SAIC
2019.0,FY,1571996,2020-03-27,13980000000,2.728719933765701,DELL
2019.0,FY,1575793,2020-03-13,56100495,-0.25662096580290716,WATT
2019.0,FY,1580808,2020-03-10,189972000,-0.22791836858724998,ATEN
2019.0,FY,1584754,2019-09-13,32513000,-0.261678221029188,AKTS
2019.0,FY,1585521,2020-03-20,115826000,-0.24381557369562698,ZM
2019.0,FY,1587523,2020-02-12,290800000,-0.2063004337469695,KN
2019.0,FY,1590418,2020-03-30,476742,-0.2685469255355792,FCUV
2019.0,FY,1590955,2020-02-13,149757000,-0.23654062876896417,PAYC
2019.0,FY,1591698,2019-08-09,117072000,-0.24354842620870878,PCTY
2019.0,FY,1596532,2020-02-14,2160048000,0.194473968842833,ANET
2019.0,FY,1601046,2019-12-18,1819000000,0.12135188528064812,KEYS
2019.0,FY,1604778,2018-08-02,1607401000,0.07598419580680643,QRVO
2019.0,FY,1614178,2020-03-20,111230000,-0.24480097485925148,YEXT
2019.0,FY,1615165,2020-03-11,45896000,-0.2588088511917671,VERI
2019.0,FY,1616533,2019-11-06,125904000,-0.2416548093511954,SGH
2019.0,FY,1618732,2019-09-24,1917611000,0.14249448626980687,NTNX
2019.0,FY,1620179,2020-06-09,6000000,-0.26736271647113224,XELA
2019.0,FY,1624512,2020-05-13,1901133,-0.2682415302899621,BOXL
2019.0,FY,1631282,2019-10-15,529864,-0.2685355359619034,DTSS
2019.0,FY,1633978,2019-08-27,831100000,-0.09045790791879138,LITE
2019.0,FY,1645590,2019-12-13,4999000000,0.8031568679451057,HPE
2019.0,FY,1646188,2020-03-13,8492927,-0.26682822274471124,ONDS
2019.0,FY,1652535,2020-03-06,28356000,-0.2625694988005515,ICHR
2019.0,FY,1659166,2020-02-27,1240300000,-0.0027237573193272246,FTV
2019.0,FY,1660134,2020-03-06,332475000,-0.19736514360466093,OKTA
2019.0,FY,1660280,2020-02-28,385197000,-0.18606133156188245,TENB
2019.0,FY,1662684,2020-05-14,1010369,-0.2684325137281942,KULR
2019.0,FY,1665300,2020-03-30,11298000,-0.26622680364152335,PHUN
2019.0,FY,1666134,2020-02-27,97634000,-0.24771601276626593,BL
2019.0,FY,1671933,2020-02-28,253450000,-0.21430842623203789,TTD
2019.0,FY,1677703,2020-02-27,31000000,-0.2620026144061601,CNDT
2019.0,FY,1680062,2020-03-24,23280000,-0.2636578139238235,ACMR
2019.0,FY,1682149,2020-03-25,10300000,-0.266440778915957,WISA
2019.0,FY,1697851,2020-03-30,1560000,-0.2683146705978713,REKR
2019.0,FY,1701732,2020-03-02,308336000,-0.20254064375451544,ALTR
2019.0,FY,1702924,2020-03-10,2971761,-0.26801198327581743,WRAP
2019.0,FY,1707753,2019-06-28,189409000,-0.22803907808575316,ESTC
2019.0,FY,1713683,2019-09-18,134909000,-0.23972410058739244,ZS
2019.0,FY,1725057,2020-02-28,82700000,-0.2509179233357977,DAY
2019.0,FY,1730168,2019-12-20,11766000000,2.2540292948917675,AVGO
2019.0,FY,1738177,2020-03-24,205445000,-0.22460089421719742,CMBM
2019.0,FY,1739942,2020-02-24,293252000,-0.20577471493643704,SWI
2019.0,FY,1758009,2020-03-27,1141766,-0.268404341674953,QUBT
2019.0,FY,1759509,2020-02-28,1943122000,0.14796414882098705,LYFT
2019.0,FY,1773383,2020-05-27,254360000,-0.2141133185168729,DT
2019.0,FY,1774170,2020-04-08,35344000,-0.26107124307135054,AIOT
2019.0,Q1,2488,2019-05-01,716000000,0.5556167659337489,AMD
2019.0,Q1,4127,2019-02-06,207200000,-0.023815605459668477,SWKS
2019.0,Q1,6281,2019-02-20,575979000,0.3961578428306088,ADI
2019.0,Q1,6951,2019-02-21,1005000000,0.8847361749995853,AMAT
2019.0,Q1,21535,2019-05-09,34508000,-0.22048096528803332,COHU
2019.0,Q1,23197,2018-12-06,26960000,-0.2290767898542234,CMTL
2019.0,Q1,26058,2019-04-25,13298000,-0.2446353689776056,CTS
2019.0,Q1,28823,2019-04-30,78600000,-0.17026804838654244,DBD
2019.0,Q1,29002,2019-05-07,42370000,-0.21152755077566096,DIOD
2019.0,Q1,39020,2018-09-14,3278000,-0.25604636025386746,FEIM
2019.0,Q1,47217,2019-03-05,691000000,0.5271462288173271,HPQ
2019.0,Q1,50863,2019-04-26,6643000000,7.305411705495039,INTC
2019.0,Q1,51143,2019-04-30,2838000000,2.972195956375635,IBM
2019.0,Q1,56978,2019-02-01,60053000,-0.19138977046247346,KLIC
2019.0,Q1,65770,2019-04-26,10801000,-0.24747900622479382,MVIS
2019.0,Q1,68505,2019-05-03,314000000,0.09781052910168563,MSI
2019.0,Q1,70866,2019-05-07,125000000,-0.1174267314984635,VYX
2019.0,Q1,84748,2019-05-01,15743000,-0.24185095044761953,ROG
2019.0,Q1,87050,2019-05-08,2777000,-0.25661690981768054,NEON
2019.0,Q1,97476,2019-04-30,774000000,0.6216684120438476,TXN
2019.0,Q1,101984,2019-05-09,12842000,-0.24515467157460913,UEIC
2019.0,Q1,103145,2019-05-07,47660000,-0.2055031851218261,VECO
2019.0,Q1,319201,2018-10-31,300217000,0.08211415257865994,KLAC
2019.0,Q1,320193,2019-01-30,7309000000,8.063866814276517,AAPL
2019.0,Q1,320340,2019-05-03,2148000,-0.25733322853152973,CCRD
2019.0,Q1,351789,2019-05-13,426000,-0.2592942791281089,ELSE
2019.0,Q1,351998,2019-05-15,3560000,-0.2557252125951942,DAIO
2019.0,Q1,356037,2019-02-13,1443000,-0.25813609767821283,CSPI
2019.0,Q1,704532,2019-05-01,23189000,-0.23337128567286447,ONTO
2019.0,Q1,707549,2018-10-23,566750000,0.3856476593487105,LRCX
2019.0,Q1,708821,2019-05-07,5928000,-0.25302848331952676,PAR
2019.0,Q1,709283,2019-08-06,16644000,-0.2408248722899437,QMCO
